brandName,categories/2,categories/3,itemId,itemSoldCntShow,itemUrl,location,name,nid,originalPrice,price,priceShow,ratingScore,review,sellerId,sellerName,skuId
No Brand,10002142,10002450,432201007,46 sold,//www.daraz.pk/products/samyang-creamy-carbonara-noodles-700-gram-instant-noodles-pack-of-5-imported-noodles-korean-noodles-i432201007.html,Punjab,Samyang Creamy Carbonara Noodles 700 Gram Instant Noodles ( Pack of 5) Imported Noodles Korean Noodles,432201007,2999,2699,"Rs. 2,699",5,1,6.01E+12,Sam'sClub,2063458289
No Brand,10002142,10002450,223995428,890 sold,//www.daraz.pk/products/samyang-hot-chicken-ramen-noodles-bundle-offer-hot-deal-includes-1-red-2x-spicy-1-black-original-1-pink-carbo-1-black-beans-green-1-cheese-yellow-i223995428.html,Punjab,"Samyang Hot Chicken Ramen Noodles Bundle Offer Hot deal  Includes 1 Red (2x Spicy), 1 Black (Original), 1 Pink (Carbo), 1 Black Beans (Green), 1 Cheese (yellow)",223995428,3000,2599,"Rs. 2,599",4.697674419,129,6.01E+12,Infinity Box,1441849037
MIABC,10002142,10002450,478488904,1.1K sold,//www.daraz.pk/products/single-pack-indonesian-noodles-spicy-cheese-flavour-instant-noodles-hot-and-spicy-noodles-instant-fried-noodles-flavour-noodles-spicy-noodles-85gm-i478488904.html,Sindh,Single Pack Indonesian Noodles - Spicy Cheese Flavour - Instant Noodles - Hot And Spicy Noodles - Instant Fried Noodles - Flavour Noodles - Spicy Noodles (85gm),478488904,250,205,Rs. 205,4.423728814,118,6.01E+12,ABC Noodles,2244888341
No Brand,10002140,10002445,296174628,2.8K sold,//www.daraz.pk/products/every-season-pack-of-3-imported-noodles-60g-each-vegetable-flavor-chicken-flavor-beef-flavor-instant-spicy-halal-noodles-i296174628.html,Sindh,Every Season Pack Of 3 Imported Noodles 60g Each Vegetable Flavor Chicken Flavor Beef Flavor Instant Spicy Halal Noodles,296174628,329,209,Rs. 209,4.519305019,518,1037743,Every Season,1879203173
No Brand,10002140,10002445,110582515,888 sold,//www.daraz.pk/products/samyang-noodles-cheese-i110582515.html,Sindh,Samyang Noodles Cheese,110582515,,550,Rs. 550,4.638888889,72,11060,Amazing Thai (Karachi),1261546240
No Brand,10002140,10002445,296209006,2.9K sold,//www.daraz.pk/products/pack-of-3-imported-noodelite-noodles-65g-each-vegetable-chicken-beef-flavors-instant-spicy-halal-noodles-i296209006.html,Sindh,Pack Of 3 Imported Noodelite Noodles 65g Each Vegetable Chicken Beef Flavors Instant Spicy Halal Noodles,296209006,269,239,Rs. 239,4.516765286,507,1037743,Every Season,1598042499
No Brand,10002142,10002450,604135477,7 sold,//www.daraz.pk/products/nongshim-shin-ramyun-korean-style-spicy-noodle-soup-instant-noodles-noodles-pack-of-4-120g-4-imported-noodles-spicy-tasty-noodles-in-best-original-quality-i604135477.html,Islamabad,Nongshim Shin Ramyun Korean Style Spicy Noodle Soup Instant Noodles| Noodles | Pack of 4 | 120g *4 | Imported noodles| Spicy tasty noodles | In best & original quality,604135477,3999,2100,"Rs. 2,100",,,6.01E+12,Choco Shop,2792095113
Knorr,10002140,10002445,131143717,474.6K sold,//www.daraz.pk/products/knorr-noodles-chatpatta-200g-i131143717.html,Punjab,Knorr Noodles Chatpatta - 200G,131143717,199,175,Rs. 175,4.843926713,12887,1000000,Daraz Retail Seller,1291054431
No Brand,10002140,10002445,454038557,,//www.daraz.pk/products/80-i454038557.html,Khyber Pakhtunkhwa,noodles masala 80 gram,454038557,788,399,Rs. 399,,,6.01E+12,AKinternational,2153113767
No Brand,10002142,10002450,285695093,731 sold,//www.daraz.pk/products/shin-ramyun-noodles-i285695093.html,Sindh,Shin Ramyun Noodles,285695093,,650,Rs. 650,4.109756098,82,11060,Amazing Thai (Karachi),1852550116
No Brand,10002140,10002445,110564909,2.1K sold,//www.daraz.pk/products/samyang-noodles-mania-i110564909.html,Sindh,Samyang Noodles Mania,110564909,,500,Rs. 500,4.525139665,179,11060,Amazing Thai (Karachi),1261534948
No Brand,10002142,10002450,606920779,6 sold,//www.daraz.pk/products/8-i606920779.html,Punjab,Chatt Patta Noodles - Pack of 8 Deliciously Spiced Instant Noodles for a Flavorful Snack Experience,606920779,999,349,Rs. 349,1,1,6.01E+12,Chill Shop,2809629628
No Brand,10002142,10002450,473608907,11 sold,//www.daraz.pk/products/samyang-harbanero-lime-ramen-noodles-pack-of-5-imported-noodles-korean-noodles-instant-noodles-korean-imported-ramen-noodles-i473608907.html,Punjab,Samyang Harbanero Lime Ramen Noodles | Pack of 5) Imported Noodles Korean Noodles| Instant Noodles |korean Imported ramen Noodles,473608907,3000,2449,"Rs. 2,449",,0,6.01E+12,Grocer Store ,2234936546
No Brand,10002142,10002450,548339025,30 sold,//www.daraz.pk/products/6-i548339025.html,Khyber Pakhtunkhwa,Frutien Noodles Chatpata Flavour pack of 6,548339025,520,480,Rs. 480,,,6.01E+12,Al Jannat Mart (KPK),2563346452
No Brand,10002142,10002450,422107696,167 sold,//www.daraz.pk/products/samyang-buldak-3x-spicy-ramen-1-packet-140-grams-imported-korean-noodles-i422107696.html,Punjab,Samyang Buldak 3X Spicy Ramen 1 Packet 140 Grams Imported Korean Noodles,422107696,799,570,Rs. 570,4.133333333,15,6.01E+12,Thebab,1997129049
No Brand,10002140,10002445,434671312,792 sold,//www.daraz.pk/products/70-i434671312.html,Khyber Pakhtunkhwa,Fruitien Noodles Chat Pata- 70g (Pack of 6 Big size Noodles),434671312,620,460,Rs. 460,4.9375,80,6.01E+12,AK & Sons Traders,2085737015
No Brand,10002142,10002450,466120149,191 sold,//www.daraz.pk/products/72-i466120149.html,Sindh,"Kai Instant Ramen Korean Hot Cup Noodle, 72g",466120149,550,320,Rs. 320,3.785714286,14,6.01E+12,SUB KUCH MIL JAE GA,2202596228
No Brand,10002142,10002450,422107714,649 sold,//www.daraz.pk/products/samyang-buldak-cream-carbonara-ramen-1-packet-140-grams-imported-korean-noodles-i422107714.html,Punjab,Samyang Buldak Cream Carbonara Ramen 1 Packet 140 Grams Imported Korean Noodles,422107714,799,595,Rs. 595,4.452054795,73,6.01E+12,Thebab,1997130096
No Brand,10002142,10002450,493763051,21 sold,//www.daraz.pk/products/-i493763051.html,Sindh,Soap Noodles - Soap Making Noodles,493763051,600,400,Rs. 400,,0,6.01E+12,Fragancia,2352778424
No Brand,10002142,10002450,511647314,,//www.daraz.pk/products/samyang-vegetasty-noodles-pack-of-5-imported-noodles-korean-noodles-instant-noodles-i511647314.html,Punjab,SAMYANG Vegetasty Noodles Pack of 5 | Imported Noodles | Korean noodles | Instant Noodles,511647314,2999,2499,"Rs. 2,499",,,6.01E+12,Earnex,2436350022
No Brand,10002142,10002450,406487039,164 sold,//www.daraz.pk/products/samyang-cream-carbo-140-grams-noodles-cream-carbonara-spicy-korean-noodles-cream-and-cheese-i406487039.html,Punjab,Samyang Cream Carbo 140 grams Noodles | Cream Carbonara | Spicy Korean Noodles | Cream and Cheese,406487039,700,599,Rs. 599,4.2,10,6.01E+12,Infinity Box,1954163812
MIABC,10002142,10002450,298877015,1.4K sold,//www.daraz.pk/products/single-pack-indonesian-noodles-instant-i298877015.html,Sindh,Single Pack Indonesian Noodles - Instant,298877015,250,155,Rs. 155,4.505319149,188,6.01E+12,ABC Noodles,1615897403
Yes Chef,10002142,10002450,433775479,188 sold,//www.daraz.pk/products/-i433775479.html,Sindh,Instant Mac and Cheese,433775479,,398,Rs. 398,4.578947368,19,6.01E+12,Yes Chef,2081453912
No Brand,10002142,10002450,535513903,,//www.daraz.pk/products/noodles-nong-shim-shin-ramyun-noodle-soup-160g-hot-and-spicy-in-best-quality-original-imported-i535513903.html,Islamabad,Noodles | Nong Shim Shin Ramyun Noodle Soup  | 160g  (Hot And Spicy) | In best quality | Original & Imported,535513903,700,520,Rs. 520,,0,6.01E+12,Choco Shop,2513835396
No Brand,10002140,10002445,450260183,1.7K sold,//www.daraz.pk/products/1-i450260183.html,Sindh,SAMYANG RAMEN NOODLES KOREAN IMPORTED ( PINK ) 1 PIECE,450260183,999,579,Rs. 579,4.496774194,155,6.01E+12,SUB KUCH MIL JAE GA,2145000990
No Brand,10002140,10002445,451101386,544 sold,//www.daraz.pk/products/samyang-korean-buldak-ramen-noodles-black-140-gm-hot-chicken-ramen-korean-imported-i451101386.html,Punjab,Samyang Korean Buldak Ramen Noodles Black 140 gm Hot Chicken Ramen Korean Imported,451101386,599,540,Rs. 540,4.575757576,33,6.01E+12,Hadi's Global Mart,2144751006
No Brand,10002142,10002450,338437554,53 sold,//www.daraz.pk/products/indomie-hot-spicy-fried-noodles-pack-of-5-i338437554.html,Sindh,"Indomie Hot & Spicy Fried Noodles, Pack of 5",338437554,,1699,"Rs. 1,699",5,2,1059463,Twenty Six,1749742410
No Brand,10002140,10002445,489101577,7 sold,//www.daraz.pk/products/samyang-combo-of-5-different-flavors-noodles-blackredpinkgreencreamy-red-2x-spicy-black-hot-chicken-spicypink-carbonara-green-jjajang-black-bean-sauce-creamy-carbonara-korean-noodles-imported-noodles-i489101577.html,Punjab,"Samyang Combo of 5 Different Flavors Noodles (Black+Red+Pink+Green+Creamy) Red 2X Spicy, Black Hot Chicken Spicy+Pink Carbonara, Green Jjajang Black Bean Sauce, Creamy Carbonara Korean Noodles Imported Noodles,",489101577,3999,2599,"Rs. 2,599",5,1,6.01E+12,ImpoSeller,2301030360
No Brand,10002140,10002445,213832739,627 sold,//www.daraz.pk/products/samyang-noodles-jjajang-i213832739.html,Sindh,Samyang Noodles Jjajang,213832739,,500,Rs. 500,4.269230769,52,11060,Amazing Thai (Karachi),1422430314
No Brand,10002142,10002450,478881103,440 sold,//www.daraz.pk/products/samyang-ramen-pink-carbocream-carbo-pack-of-2-pink-carbonara-creamy-carbo-noodles-130g140g-imported-noodles-korean-noodles-i478881103.html,Punjab,"Samyang Ramen (Pink Carbo+Cream Carbo) Pack of 2, Pink Carbonara+ Creamy Carbo Noodles 130g+140g Imported Noodles Korean Noodles",478881103,1399,1125,"Rs. 1,125",4.62295082,61,6.01E+12,ImpoSeller,2246791283
No Brand,10002140,10002445,257525383,427 sold,//www.daraz.pk/products/5-80-x-ksa-i257525383.html,Punjab,Indomie Special Fried Instant Noodles 80g x Pack of 5 ( KSA IMPORTE,257525383,1799,1599,"Rs. 1,599",4.380952381,42,6.01E+12,Indomie Noodles Saudi Arabia,2093999824
No Brand,10002142,10002450,422116044,208 sold,//www.daraz.pk/products/samyang-soupy-ramen-kimchi-flavor-1-packet-120-grams-korean-imported-noodles-i422116044.html,Punjab,Samyang Soupy Ramen Kimchi Flavor 1 Packet 120 Grams Korean Imported Noodles,422116044,699,525,Rs. 525,4.230769231,39,6.01E+12,Thebab,1997121910
No Brand,10002142,10002450,432823846,,//www.daraz.pk/products/samyang-kimchi-240-gram-pack-of-2-ramen-noodles-imported-noodles-korean-noodles-i432823846.html,Punjab,Samyang kimchi 240 gram (PACK OF 2)  Ramen noodles | imported noodles | korean noodles,432823846,1400,1199,"Rs. 1,199",,,6.01E+12,Sam'sClub,2069050778
No Brand,10002142,10002450,441569358,27 sold,//www.daraz.pk/products/noodles-ramen-black-bean-noodles-140-gram-green-korean-imported-noodles-i441569358.html,Punjab,Noodles Ramen Black Bean Noodles 140 Gram (GREEN) Korean Imported Noodles,441569358,699,599,Rs. 599,4.25,4,6.01E+12,Sam'sClub,2129829309
MIABC,10002142,10002450,478491871,232 sold,//www.daraz.pk/products/pack-of-2-indonesian-noodles-spicy-cheese-flavour-instant-noodles-hot-and-spicy-noodles-instant-fried-noodles-flavour-noodles-spicy-noodles-85gm-pack-of-2-i478491871.html,Sindh,Pack of 2 Indonesian Noodles - Spicy Cheese Flavour - Instant Noodles - Hot And Spicy Noodles - Instant Fried Noodles - Flavour Noodles - Spicy Noodles (85gm) (Pack of 2),478491871,500,415,Rs. 415,4.5,30,6.01E+12,ABC Noodles,2244886427
No Brand,10002142,10002450,500677072,10 sold,//www.daraz.pk/products/samyang-noodles-130-grams-pack-of-4-carbonara-flavour-ramen-pink-i500677072.html,Punjab,Samyang Noodles 130 grams ( PACK OF 4 ) Carbonara Flavour Ramen PINK,500677072,2699,2399,"Rs. 2,399",,0,6.01E+12,Sam'sClub,2392652474
No Brand,10002142,10002450,353777752,139 sold,//www.daraz.pk/products/samyang-noodles-pack-of-5-different-noodles-super-combo-deal-5-different-flavors-black-red-pink-yellow-green-korean-noodles-imported-noodles-i353777752.html,Punjab,Samyang Noodles | Pack Of 5  | Different Noodles Super Combo Deal | 5 Different Flavors | Black + Red + Pink + Yellow + Green | Korean Noodles| Imported Noodles,353777752,3300,2649,"Rs. 2,649",4.545454545,11,6.01E+12,Sam'sClub,1787178805
No Brand,10002142,10002450,494892462,31 sold,//www.daraz.pk/products/24-315-2-i494892462.html,Sindh,Pack Of 24 Chatpata Noodles 31.5g Free 2 Cocomo Packs,494892462,,1280,"Rs. 1,280",2.333333333,3,6.01E+12,Mujeeb Malik Store,2362093837
No Brand,10002140,10002445,480722183,54 sold,//www.daraz.pk/products/samyang-ramen-pack-of-4-deal-with-free-chopsticks-samyang-hot-chicken-ramen-black-samyang-2x-spicy-red-samyang-carbo-ramen-pink-samyang-cheese-ramen-yellow-140-grams-each-noodle-spicy-ramen-buldak-korean-noodles-samyang-noodles-i480722183.html,Punjab,Samyang Ramen Pack of 4 DEAL With FREE CHOPSTICKS | Samyang hot chicken Ramen (Black) + Samyang 2x Spicy (RED) + Samyang Carbo Ramen (Pink) + Samyang Cheese Ramen (Yellow)| 140 grams each Noodle | Spicy Ramen | Buldak Korean Noodles | Samyang Noodles,480722183,2500,2149,"Rs. 2,149",4.5,8,6.01E+12,Anaan,2256028752
No Brand,10002142,10002450,506896379,,//www.daraz.pk/products/2x-132-i506896379.html,Sindh,BLAZIN Noodles 2x Spicy 🔥132g pack,506896379,999,349,Rs. 349,,,1025238,R Q Traders,2417044374
No Brand,10002142,10002450,516876341,20 sold,//www.daraz.pk/products/samyang-noodles-pack-of-4-combo-i516876341.html,Punjab,Samyang Noodles Pack Of 4 Combo,516876341,2500,2249,"Rs. 2,249",5,2,6.01E+12,Earnex,2449442273
PHIRSAY,10002142,10002450,368953806,509 sold,//www.daraz.pk/products/indomie-special-chicken-flavor-noodles-pack-of-5-i368953806.html,Sindh,"Indomie Special Chicken Flavor Noodles, Pack Of 5",368953806,,1699,"Rs. 1,699",4.6,55,6.01E+12,PHIRSAY,2906696650
No Brand,10002140,10002445,541525517,347 sold,//www.daraz.pk/products/3-6-70-i541525517.html,Khyber Pakhtunkhwa,Fruitien 3 Different Flavour Noodles ( Pack of 6) 70 Gms Big Size,541525517,620,460,Rs. 460,4.830188679,53,6.01E+12,AK & Sons Traders,2542366192
No Brand,10002140,10002445,436853722,829 sold,//www.daraz.pk/products/indomie-noodle-instant-noodles-70-grams-pack-of-10-lemon-tarka-chicken-vegetable-flavour-i436853722.html,Sindh,Indomie Noodle | Instant Noodles 70 Grams | Pack of 10 | (Lemon Tarka & Chicken) Vegetable Flavour,436853722,999,899,Rs. 899,4.429752066,121,6.01E+12,OKHAI MART,2101470132
No Brand,10002140,10002445,491814670,214 sold,//www.daraz.pk/products/-i491814670.html,Sindh,SAMYANG RAMEN NOODLES CARBONARA CREAM IMPORTED,491814670,,579,Rs. 579,4.875,8,6.01E+12,AAR-STORE,2334240922
No Brand,10002140,10002445,424272147,859 sold,//www.daraz.pk/products/indomie-instant-noodles-120-grams-pack-of-10-i424272147.html,Sindh,Indomie Instant Noodles 120 Grams PACK OF 10,424272147,1199,1099,"Rs. 1,099",4.738461538,195,6.01E+12,S.S.M COLLECTION,2010230837
No Brand,10002140,10002445,418353759,851 sold,//www.daraz.pk/products/indomie-chicken-flavour-instant-noodles-70gm-pack-of-5-noodles-i418353759.html,Sindh,"Indomie Chicken Flavour Instant Noodles, 70gm, Pack of 5 Noodles",418353759,499,449,Rs. 449,4.553030303,132,6.01E+12,OKHAI MART,1981942455
No Brand,10002140,10002445,539447051,159 sold,//www.daraz.pk/products/315gx24-i539447051.html,Khyber Pakhtunkhwa,Fruitien Chatpata Hot & Spicy and Chicken Noodles (31.5gx24),539447051,,980,Rs. 980,4.80952381,21,6.01E+12,AK & Sons Traders,2525904625
No Brand,10002142,10002450,432197429,196 sold,//www.daraz.pk/products/samyang-creamy-carbonara-flavor-ramen-130-gram-instant-noodles-korean-imported-noodles-ramen-noodles-i432197429.html,Punjab,Samyang Creamy Carbonara Flavor | Ramen 130 Gram | Instant Noodles | Korean Imported Noodles | ramen noodles,432197429,,599,Rs. 599,4.529411765,17,6.01E+12,Sam'sClub,2063460323
No Brand,10002142,10002450,217655779,546 sold,//www.daraz.pk/products/samyang-carbonara-noodles-650-grams-pack-of-5-instant-noodles-pink-hot-chicken-carbo-korean-fire-noodles-korean-noodles-i217655779.html,Punjab,Samyang Carbonara Noodles 650 grams - pack of 5 - instant Noodles pink - Hot Chicken Carbo - Korean fire noodles -  Korean Noodles,217655779,,2999,"Rs. 2,999",4.791666667,48,6.01E+12,Infinity Box,1861272736
No Brand,10002142,10002450,412606254,110 sold,//www.daraz.pk/products/indomie-noodle-instant-noodles-120-grams-pack-of-10-lemon-tarka-vegetable-flavour-i412606254.html,Punjab,Indomie Noodle | Instant Noodles 120 Grams | Pack of 10 |  (Lemon Tarka) Vegetable Flavour,412606254,1599,999,Rs. 999,4.909090909,22,6.01E+12,Sam'sClub,1970034424
No Brand,10002142,10002450,354929689,39 sold,//www.daraz.pk/products/samyang-noodles-650-gram-instant-noodles-carbonara-flavour-ramen-pink-pack-of-5-imported-noodles-korean-noodles-i354929689.html,Punjab,Samyang Noodles 650 Gram Instant Noodles Carbonara Flavour Ramen (PINK Pack of 5) Imported Noodles Korean Noodles,354929689,2799,2699,"Rs. 2,699",5,3,6.01E+12,Sam'sClub,1788715079
No Brand,10002140,10002445,584969874,168 sold,//www.daraz.pk/products/1-i584969874.html,Khyber Pakhtunkhwa,Korean Ramen Noodles Buldak Ramen   hot chicken Spicy Noodles Fire 1Scoville Scale Noodles Korean Ramen Recipes Spicy Samyang Noodles Challenge Extreme Spice,584969874,599,485,Rs. 485,4.2,15,6.01E+12,ShoppingNest,2694613212
No Brand,10002140,10002445,376959811,453 sold,//www.daraz.pk/products/5-5-i376959811.html,Sindh,Ramen Buldak Hot Chicken Flavor Noodles Pink 130g 5pc Packs,376959811,,2849,"Rs. 2,849",5,34,6.01E+12,AAR-STORE,2003107271
No Brand,10002142,10002450,540430504,337 sold,//www.daraz.pk/products/-i540430504.html,Punjab,"Samyang Hot Deal (Hot Chicken Ramen+ Carbonara Buldak+ Samyang Cheese Ramen+ Harbanero+ Samyang Jajang) Ramen Noodles, Buldak Noodles, Korean Noodles with Free Pair of Chopsticks",540430504,,2699,"Rs. 2,699",4.869565217,23,6.01E+12,Anaan Traders,2530830940
No Brand,10002142,10002450,424871763,102 sold,//www.daraz.pk/products/samyang-3x-spicy-noodles-140-gram-instant-noodles-red-imported-noodles-korean-noodles-ramen-noodles-i424871763.html,Punjab,[Samyang] 3X Spicy Noodles 140 gram | Instant Noodles | (RED) Imported Noodles | Korean Noodles | ramen noodles,424871763,699,549,Rs. 549,4.866666667,15,6.01E+12,Hashim seller,2012099782
No Brand,10002140,10002445,532539077,185 sold,//www.daraz.pk/products/1-i532539077.html,Sindh,SAMYANG RAMEN NOODLES CARBONARA PINK IMPORTED HALAL 1 PIECE,532539077,749,549,Rs. 549,5,12,6.01E+12,Infinate Option Store,2502230964
No Brand,10002142,10002450,460242947,36 sold,//www.daraz.pk/products/samyang-redblackpink-3-different-flavours-noodles-black-hot-chicken-spicy-red-2x-spicy-pink-carbonara-cheesy-flavours-korean-noodles-i460242947.html,Punjab,"Samyang (Red+Black+Pink) 3 Different Flavours (Noodles) Black Hot Chicken Spicy + Red 2x Spicy + Pink Carbonara Cheesy Flavours, Korean Noodles",460242947,2000,1549,"Rs. 1,549",5,1,6.01E+12,Grocer Store ,2182774245
No Brand,10002142,10002450,605878833,29 sold,//www.daraz.pk/products/2-78-5-i605878833.html,Sindh,Maggi 2 Minutes Hot & Spicy Noodles 78g (pack of 1) Hot Deal Halal,605878833,1399,599,Rs. 599,,,13028,vollmax mall (Karachi),2803073537
No Brand,10002142,10002450,518338964,87 sold,//www.daraz.pk/products/samyang-korean-ramen-choose-noodles-flavours-of-your-choice-by-your-own-red-3x-spicy-red-2x-spicy-black-hot-chickenquattro-cheese-pink-carbonara-green-jjajang-yellow-cheese-original-spicy-extra-spicy-kimchi-soupy-vegetasty-soupy-korean-imported-i518338964.html,Punjab,"Samyang Korean Ramen Choose Noodles Flavours of Your Choice by Your Own (Red 3X Spicy, Red 2X Spicy, Black Hot Chicken,Quattro Cheese, Pink Carbonara, Green Jjajang, Yellow Cheese, Original Spicy, Extra Spicy, Kimchi Soupy, Vegetasty Soupy Korean Imported",518338964,600,460,Rs. 460,4.888888889,9,6.01E+12,Thebab,2454459942
No Brand,10002142,10002450,451493824,302 sold,//www.daraz.pk/products/-i451493824.html,Sindh,SAMYANG RAMEN NOODLES KOREAN ( YELLOW ) IMPORTED,451493824,799,579,Rs. 579,4.294117647,34,6.01E+12,SUB KUCH MIL JAE GA,2147075962
No Brand,10002140,10002445,366671469,10 sold,//www.daraz.pk/products/instant-noodles-masala-500-grams-i366671469.html,Punjab,Instant Noodles Masala - 500 Grams,366671469,599,399,Rs. 399,5,2,1105126,Grocery Guru,1820577557
No Brand,10002140,10002445,541384143,67 sold,//www.daraz.pk/products/145-i541384143.html,Khyber Pakhtunkhwa,Samyang Hot Chicken Flavor Ramen Noodle stew Type 145G 540 calories Chicken noodle,541384143,999,520,Rs. 520,4.666666667,3,6.01E+12,Roast'n Toast,2534115165
No Brand,10002142,10002450,510374909,35 sold,//www.daraz.pk/products/-i510374909.html,Punjab,Indomie Instant Noodles - Hot & Spicy Flavour ( Saudi Arabia Version)5x 80g,510374909,1900,1449,"Rs. 1,449",5,4,6.01E+12,Hiba & Emaan Collection ,2433736911
No Brand,10002142,10002450,419242381,139 sold,//www.daraz.pk/products/indomie-noodle-instant-noodles-120-grams-pack-of-5-lemon-tarka-vegetable-flavour-i419242381.html,Sindh,Indomie Noodle | Instant Noodles 120 Grams | Pack of 5 | (Lemon Tarka) Vegetable Flavour,419242381,699,599,Rs. 599,4.71875,32,6.01E+12,S.S.M COLLECTION,1983501206
No Brand,10002142,10002450,198296076,848 sold,//www.daraz.pk/products/14-indomie-instant-noodles-pack-of-5-i198296076.html,Punjab,14. Indomie Instant Noodles Pack of 5,198296076,800,400,Rs. 400,4.569230769,195,6.01E+12,Rubik's Cube,1394170146
No Brand,10002140,10002445,419243323,266 sold,//www.daraz.pk/products/indomie-noodle-instant-noodles-120-grams-chicken-chatkhara-chicken-flavour-pack-of-10-i419243323.html,Sindh,Indomie noodle | Instant Noodles 120 Grams (Chicken Chatkhara) Chicken Flavour (Pack of 10),419243323,1199,1099,"Rs. 1,099",4.730769231,52,6.01E+12,S.S.M COLLECTION,1983501202
No Brand,10002142,10002450,285910605,616 sold,//www.daraz.pk/products/indomie-chicken-chatkhara-flavor-instant-noodles-70g-pack-of-5-noodles-i285910605.html,Sindh,"Indomie Chicken Chatkhara Flavor Instant Noodles, 70g, Pack of 5 Noodles",285910605,500,400,Rs. 400,4.320987654,81,6.01E+12,Sinan Enterprise,2250707627
No Brand,10002140,10002445,523345429,165 sold,//www.daraz.pk/products/9-70-3-i523345429.html,Punjab,9 Fruitien Noodles 70 grm in 3 different Flavours (Pakistani Production),523345429,,680,Rs. 680,4.793103448,29,6.01E+12,Roshaan Trader,2466259200
No Brand,10002140,10002445,431383587,253 sold,//www.daraz.pk/products/5-i431383587.html,Sindh,Samyang Ramen Bulduk Noodles Korean Carbonara Flavour 130g pack of 5 family pack ( PINK ) imported noodles HALAL Certificate,431383587,5999,2849,"Rs. 2,849",4.727272727,22,6.01E+12,SUB KUCH MIL JAE GA,2064367796
No Brand,10002142,10002450,113906852,2.4K sold,//www.daraz.pk/products/2x-i113906852.html,Sindh,Samyang 2X Spicy Fire Noodles,113906852,,525,Rs. 525,4.634361233,144,11060,Amazing Thai (Karachi),1265574833
No Brand,10002142,10002450,540478077,16 sold,//www.daraz.pk/products/2x-i540478077.html,Punjab,"Samyang Hot Deal (Hot Chicken Ramen+ Carbonara Buldak+2x spicy) Ramen Noodles, Buldak Noodles, Korean Noodles with Free Pair of Chopsticks",540478077,1900,1599,"Rs. 1,599",,0,6.01E+12,Anaan Traders,2530852762
No Brand,10002142,10002450,227467275,492 sold,//www.daraz.pk/products/samyang-korean-pink-carbonara-pack-of-5-noodles-650-gram-instant-noodles-cheese-flavour-ramen-imported-noodles-korean-noodles-i227467275.html,Punjab,Samyang Korean Pink Carbonara (Pack of 5) Noodles 650 Gram Instant Noodles (Cheese) Flavour Ramen Imported Noodles Korean Noodles,227467275,3999,2999,"Rs. 2,999",4.755555556,45,6.01E+12,ImpoSeller,2139721907
No Brand,10002140,10002445,579097958,6 sold,//www.daraz.pk/products/180-i579097958.html,Punjab,Glass Noodles 180g,579097958,980,780,Rs. 780,,,6.01E+12,Ifas Traders,2671409479
No Brand,10002140,10002445,382382205,36 sold,//www.daraz.pk/products/blazin-noodles-1-piece-i382382205.html,Khyber Pakhtunkhwa,Blazin Noodles 1-Piece,382382205,450,275,Rs. 275,,0,6.01E+12,Al.Insaf Super General Store (KPK),1911411564
No Brand,10002142,10002450,479939631,85 sold,//www.daraz.pk/products/indomie-cup-noodles-chicken-flavor-60g-free-fork-inside-i479939631.html,Sindh,Indomie Cup Noodles | Chicken Flavor | 60g | FREE Fork Inside,479939631,,499,Rs. 499,5,7,6.01E+12,QA Traderss,2252541220
No Brand,10002142,10002450,592557646,6 sold,//www.daraz.pk/products/-i592557646.html,Punjab,Indomie Instant Noodles - Special Chicken Flavor (Full Pack Carton)75gx40,592557646,14400,9700,"Rs. 9,700",5,4,6.01E+12,Hiba & Emaan Collection ,2732503071
No Brand,10002140,10002445,466020473,47 sold,//www.daraz.pk/products/105-i466020473.html,Sindh,"Samyang Hot Chicken Bowl Noodle, Halal, 105g",466020473,899,679,Rs. 679,5,6,6.01E+12,SUB KUCH MIL JAE GA,2201391730
No Brand,10002142,10002450,418100008,281 sold,//www.daraz.pk/products/kai-noodles-hot-korean-cup-71gm-i418100008.html,Islamabad,Kai Noodles Hot Korean Cup 71GM,418100008,,350,Rs. 350,4.25,20,1046565,Bilal export,1981478525
No Brand,10002142,10002450,366549059,255 sold,//www.daraz.pk/products/samayang-cup-2x-noodle-105-grams-hot-spicy-flavor-ramen-cup-noodles-korean-noodles-i366549059.html,Sindh,Samayang Cup 2x Noodle 105 grams |   HOT Spicy Flavor Ramen | Cup Noodles | Korean Noodles,366549059,800,649,Rs. 649,4.578947368,19,6.01E+12,AAR-STORE,1914442125
No Brand,10002142,10002450,459412880,117 sold,//www.daraz.pk/products/samyang-kimchi-noodles-120-gram-imported-noodles-korean-noodles-spicy-noodlesinstant-noodles-i459412880.html,Punjab,Samyang Kimchi Noodles 120 gram| imported Noodles| korean Noodles| Spicy Noodles|Instant Noodlesm,459412880,600,499,Rs. 499,4.769230769,13,6.01E+12,Grocer Store ,2178315520
No Brand,10002140,10002445,257536710,899 sold,//www.daraz.pk/products/75-5-ksa-i257536710.html,Punjab,Indomie Instant Noodles Chicken Curry 75g Pack of 5 ( KSA IMPORTED ),257536710,1799,1199,"Rs. 1,199",4.761904762,105,6.01E+12,Indomie Noodles Saudi Arabia,2093971669
